,0,1
179,7.987026,7.9491987
180,8.078337,7.9491987
181,8.166772,7.9491987
182,8.252279,7.9491987
183,8.334824,7.9491987
184,8.414379,7.9491987
185,8.490942,7.9491987
186,8.564517,7.9491987
187,8.635121,7.9491987
188,8.702783,7.9491987
189,8.767542,7.9491987
190,8.829449,7.9491987
191,8.888556,7.9491987
192,8.944927,7.9491987
193,8.998634,7.9491987
194,9.049749,7.9491987
195,9.098351,7.9491987
196,9.14452,7.9491987
197,9.188339,7.9491987
198,9.229895,7.9491987
199,9.269274,7.9491987
